Reviews,Class
phone looks nice note equivilent hd screen os android unsure android x supported device light duty slightly flimsy case need careful taking could crack so also comes screen protector pre applied take plastic bit front screen protector go all software works fine wifi bluetooth sim signal spots sim cards sd card international plan going country cameras work fine super high mp nothing worried main camera fast trouble running basic apps wifi web browsers facebook app basic games seem work fine well run without hitch no downside see outside g lte capable great price would love get another seller mother i received item discounted price exchange honest unbiased review,1
purchased gift pleased packaging purchase easy set prepaid sim card ready go battery lasts almost entire day beautiful clear even came case screen protector headphibes you can t beat brand new android price a lot people confuse high end first glance not bad all,1
worked well little while however unable send receive picture messages beginning what s weirder though recieves adds random camera app adds sometimes random adds home screen week outside return window longer charges all absolute piece garbage waste money,0
wrote positive review bit longer and buy second daughter getting returned monday battery randomly drain even charger and apps running also can t buy replacement battery am regular customer amazon generally little complaint products but don t waste money,0
not happy not able get gh t mobile years satisfied service because foreign neither tmobile att able get faster internet slow often says cant open page says retry also screen began cracking within week it making calls texting,0
junk,0
positive large screen senior people cheap maybe ok people use quite oftennegative cover wcdma band us only supports gsm network us though says wcdma runs quite slow slow entering characters,0
ordered two based reviews however disappointed work advertised especially camera video functionality recommend returning them,0
pretty looking offers slim profile however still battery length quality great really satisfied video sound offers say color favorite features it s tacky gold color appear cheap it s actually flat yet metallic look comfortable hold definitely heavy battery sim card slot sd slot easy access use for me beneficial swap batteries often since mobile web many hours day often store photos files sd cards work also flip sim cards phones work well made things convenient me next favorite feature hot spot tethering tether often work home life live town internet slow turn tethering on accomplish tasks faster used home wifi comes preloaded apps quick load tabs if busy person run am features lifesavers often swap back forth four apps use many internet pages day long fast tabs stop typing urls incorrectly helps personal work life holds signal better prepaid use battery life seems last longer well really enjoy i ve enclosed video see features would recommend received free reduced rate exchange honest opinion,1
let begin saying wonderful cellphone impressed quality features capabilities has it s comparable leading smartphones ios market today reasonable price when opened box contained accessories need cellphone name usb charger manual battery pack headphones also extra case screen protector normally included buy cellphones love dual camera mp front mp back smartphone features would want camera messaging bluetooth capability wifi clock calculator wallpapers calendar email gps fm g download tons apps play store got white color loves it light thin downloads apps quickly responsive touchscreen well received smartphone discount honest unbiased review all reviews completely based overall personal experience using product leave reviews help customers make buying decisions definitely would recommend cellphone what excellent buy get package plus unlocked use gsm providers not mention also dual sim card slot coverage i m pleased new cellphone it s definitely awesome buy,1
when received phone impressed color cool never color blue phone before give review used try for experience bright clear display really thin frame light weight easy hold quality super love love it lets talk making call this has clear high quality sound making receiving calls love use it has signal reception works t mobile prepaid simcard problem want connect internet free public wifi easy access i downloaded apps amazon shopping messenger pandora farm heroes super saga etc fast using camera dual camera dual flash mp front mp back clear makes quality picture perfect selfie dual simcard slot regular simcard slot mini simcard micro sd card bottom slot bluetooth easy pairing screen perfect watching movie video playing games i purchased product discounted price exchange honest review overall features highly recommend i m satisfied juning unlocked smartphone problem review again phone unlocked dual sim quad core juning android cellphone bluepackage came phone name brand juning model z x charger x manual x usb x case x headset x screen protector,1
didnt offer clear concise instructions put sim card got bad eyesight put microsim sim slot tried remove tweezers wont power,0
daily use calling texting social media net surfing it s fast big inch screen making things screen bigger easy read i ve using mainly watching youtube my son loves using screen way bigger compared iphone c this also came screen protector clear case that s little gray color dual sim card also put sd card inside want expand memory the downside lack internal space memory can t freely download anything want there s enough space right spare sd card use really wish nice this make gb memory space rather gb over all works expected for price fair size android especially youtube watch videos online,1
updated review i m disappointed gave friend jamaica bought july send jamaica august working now screen freeze matter done come back on even months contact vender,0
screen gets stuck goes black sometimes also slow,0
must say i m impressed unlocked cell juning i ve never unlocked cell really needed new my old several years old working well i happy opened saw big clear display is unlocked cell juning comes cell phone battery case charger usb cable earphone also thin screen protector it the slim lightweight built well front back cameras g fine mostly use wifi anyway camera favorite things takes awesome clear bright pictures this cell stays charged long time even lots use love ton pre installed useless apps can t uninstall also charges top instead bottom phones use charges this price would definitely recommend family friends i received unlocked cell juning free exchange honest unbiased opinion way affects feel product review it,1
sooo glad finally new phone always problem old screen stops working old think years ofcourse already expected need new one and finally got juning unlocked cell phones never hesitate purchasing would love try since first time unlocked and arrived really impressed looks nice screen big slim lightweight already screen protector casing so worried find casing already included plus portable headset charger so already complete set so used verizon carrier see really works totally impressed works got g use wifi only so far it works okay as see video provided see works and rating far nice reasonable price i glad given opportunity review product free exchanged honest opinions,1
when got excited its easy use smartphone affordable price perform describe compared expensive brand name phones thing this best price cant beat it this travelers work gsm sim card around world travel home country quit often extra drop sim card must nice inch screen love pretty slim lightweight pretty bright high resolution screen touch screen responsive honestly think junning x better feature s screen bigger camera clear love selfie beauty built in edit picture right away put makeup blush eye shadow eye liner eye lash lip color face foundation for selfie lover some apps facebook playstore wechat whatsapp already downloaded phone its really cool advance smartphone could ever find work thing galaxy price discleamer i receive product discounted price free exchange honest unbiased review my review base honest opinion nothing price paid product,1
first thing need set google account run play store already pre installed facebook whatsapp gmail install also app love storage hold gb enough space save pictures videos games etc unfortunately cellphone g still use internet sim card wifi works g phones use sprint sim card company works area since l live town but also use prepaid sim card all decent works good affordable user friendly though can t compare high end still spot difference for price decent recommend phone disclaimer this provided free test review my review mine alone honest unbiased affect review receiving product free me also rely reviews purchasing products believe honest review vital well hope helps thank you,1
juning got dual sim phone unlocked g gsm android quad core color goldthe functionality similar android phones affordable unlocked the comes with charger usb port earphones user s manual clear case a piece paper note order use battery remove yellow film attached screen already the screen protection scratch protection a thin sheet like phones got test functionality find easy navigate default apps commonly use facebook wechat whatsapp ect added facebook messenger youtube google chrome web browser even added netflix camera mostly use capture moments share family friends complain captures clearly battery wise fully charged first time watched full movie hours still little half battery able explore features check emails social networking but got read label note comes little film need remove order use battery size weight think perfect size screen heavy carry around gold color plus looks sophisticated sleek if wanna screenshots press button volume power button together because g expect fast quick g i connected wi fi connects pretty well over impression for price unlocked android pretty good if go overseas need unlocked plug prepaid sim card perfect solution highly recommend this you carry charge enormously use overseas i tried t mobile sim works well got discounted price honest review based experience using it and help others looking affordable unlocked phones works android phones expensive,1
bought give gift friend called today informed working able use all is way exchange it,0
purchased phone delivered october use right away charged them october turned on works showing green robot screen sent email vendor see something do he got back yet here screen picture photo,0
item working,0
does work all let seller checked averting shopping you,0
slow freezes every second cant anything waist money would recomend anyone buy reviews give lie dont buy looks good,0
lousy phone speakers work,0
bought it turned on work opened back made sure right still work supposed new used found scratches cover,0
didnt offer clear concise instructions put sim card got bad eyesight put microsim sim slot tried remove tweezers wont power,0
daily use calling texting social media net surfing it s fast big inch screen making things screen bigger easy read i ve using mainly watching youtube my son loves using screen way bigger compared iphone c this also came screen protector clear case that s little gray color dual sim card also put sd card inside want expand memory the downside lack internal space memory can t freely download anything want there s enough space right spare sd card use really wish nice this make gb memory space rather gb over all works expected for price fair size android especially youtube watch videos online,1
bought give gift friend called today informed working able use all is way exchange it,0
purchased phone delivered october use right away charged them october turned on works showing green robot screen sent email vendor see something do he got back yet here screen picture photo,0
item working,0
does work all let seller checked averting shopping you,0
slow freezes every second cant anything waist money would recomend anyone buy reviews give lie dont buy looks good,0
lousy phone speakers work,0
bought it turned on work opened back made sure right still work supposed new used found scratches cover,0
bought give gift friend called today informed working able use all is way exchange it,0
purchased phone delivered october use right away charged them october turned on works showing green robot screen sent email vendor see something do he got back yet here screen picture photo,0
item working,0
does work all let seller checked averting shopping you,0
slow freezes every second cant anything waist money would recomend anyone buy reviews give lie dont buy looks good,0
lousy phone speakers work,0
bought it turned on work opened back made sure right still work supposed new used found scratches cover,0
a issues main is poor signal reception looses signal phones network signal,0
really bad pay conection fee cel charge part work let charge buy diferent charge still worked,0
worst ever can t find case falls crack won t able use it tried sell machines walmart won t even recognize device do not buy,0
phone cheap only months n already stopped working could download anything memory sucked don t waste time money,0
don,0
a issues main is poor signal reception looses signal phones network signal,0
really bad pay conection fee cel charge part work let charge buy diferent charge still worked,0
worst ever can t find case falls crack won t able use it tried sell machines walmart won t even recognize device do not buy,0
phone cheap only months n already stopped working could download anything memory sucked don t waste time money,0
don,0
purchased gift pleased packaging purchase easy set prepaid sim card ready go battery lasts almost entire day beautiful clear even came case screen protector headphibes you can t beat brand new android price a lot people confuse high end first glance not bad all,1
worked well little while however unable send receive picture messages beginning what s weirder though recieves adds random camera app adds sometimes random adds home screen week outside return window longer charges all absolute piece garbage waste money,0
wrote positive review bit longer and buy second daughter getting returned monday battery randomly drain even charger and apps running also can t buy replacement battery am regular customer amazon generally little complaint products but don t waste money,0
not happy not able get gh t mobile years satisfied service because foreign neither tmobile att able get faster internet slow often says cant open page says retry also screen began cracking within week it making calls texting,0
junk,0
positive large screen senior people cheap maybe ok people use quite oftennegative cover wcdma band us only supports gsm network us though says wcdma runs quite slow slow entering characters,0
ordered two based reviews however disappointed work advertised especially camera video functionality recommend returning them,0
pretty looking offers slim profile however still battery length quality great really satisfied video sound offers say color favorite features it s tacky gold color appear cheap it s actually flat yet metallic look comfortable hold definitely heavy battery sim card slot sd slot easy access use for me beneficial swap batteries often since mobile web many hours day often store photos files sd cards work also flip sim cards phones work well made things convenient me next favorite feature hot spot tethering tether often work home life live town internet slow turn tethering on accomplish tasks faster used home wifi comes preloaded apps quick load tabs if busy person run am features lifesavers often swap back forth four apps use many internet pages day long fast tabs stop typing urls incorrectly helps personal work life holds signal better prepaid use battery life seems last longer well really enjoy i ve enclosed video see features would recommend received free reduced rate exchange honest opinion,1
let begin saying wonderful cellphone impressed quality features capabilities has it s comparable leading smartphones ios market today reasonable price when opened box contained accessories need cellphone name usb charger manual battery pack headphones also extra case screen protector normally included buy cellphones love dual camera mp front mp back smartphone features would want camera messaging bluetooth capability wifi clock calculator wallpapers calendar email gps fm g download tons apps play store got white color loves it light thin downloads apps quickly responsive touchscreen well received smartphone discount honest unbiased review all reviews completely based overall personal experience using product leave reviews help customers make buying decisions definitely would recommend cellphone what excellent buy get package plus unlocked use gsm providers not mention also dual sim card slot coverage i m pleased new cellphone it s definitely awesome buy,1
when received phone impressed color cool never color blue phone before give review used try for experience bright clear display really thin frame light weight easy hold quality super love love it lets talk making call this has clear high quality sound making receiving calls love use it has signal reception works t mobile prepaid simcard problem want connect internet free public wifi easy access i downloaded apps amazon shopping messenger pandora farm heroes super saga etc fast using camera dual camera dual flash mp front mp back clear makes quality picture perfect selfie dual simcard slot regular simcard slot mini simcard micro sd card bottom slot bluetooth easy pairing screen perfect watching movie video playing games i purchased product discounted price exchange honest review overall features highly recommend i m satisfied juning unlocked smartphone problem review again phone unlocked dual sim quad core juning android cellphone bluepackage came phone name brand juning model z x charger x manual x usb x case x headset x screen protector,1
pretty neat for price it s impressive especially unlocked used carrier large sim card support g lte internet support g means internet tad slower phones support g operates much android google phones come contact with features quad core processor gb ram megapixel front camera megapixel back camera also includes dual flash front back pretty impressive wifi enabled run wifi home sim card currently available back flexible thin careful taking back small piece tape battery connector make sure battery charged use there currently cases available careful handling it overall i m happy everything need affordable alternative shopping store where expensive supports many apps mobile hotspot youtube facebook emails messaging bluetooth music more pros affordability functionality wifi data can used carriers huge screen front back flash quad core processor comes screen protector clear case large font optionscons lack cases accessories phone camera quality could improved support g would nice very slight sound distortion using speakers way musici would definitely repurchase this perfect mother uses work message facebook i received item free exchange honest unbiased authentic review thoroughly tested product review take pride informing potential customers perks flaws products affiliation seller obligated leave positive review,1
phone unlocked dual sim quad core juning android cellphone blue arrived condition packaging i excited finally receive cell phone gift nephew back home once received it immediately began charge able start successfully operating system works perfectly necessary updates make fast smooth operation camera powerful produces excellent pictures built microphone records audio clearly video record playback function seamless smooth also size solid feel weight cell came screen protector already installed additional screen protectors package cell easy use especially dual sim option work number separate personal number affordable looks great i love cell would absolutely recommend anyone i received cell reduced discounted price exchange honest unbiased review,1
phone looks nice note equivilent hd screen os android unsure android x supported device light duty slightly flimsy case need careful taking could crack so also comes screen protector pre applied take plastic bit front screen protector go all software works fine wifi bluetooth sim signal spots sim cards sd card international plan going country cameras work fine super high mp nothing worried main camera fast trouble running basic apps wifi web browsers facebook app basic games seem work fine well run without hitch no downside see outside g lte capable great price would love get another seller mother i received item discounted price exchange honest unbiased review,1
didnt offer clear concise instructions put sim card got bad eyesight put microsim sim slot tried remove tweezers wont power,0
daily use calling texting social media net surfing it s fast big inch screen making things screen bigger easy read i ve using mainly watching youtube my son loves using screen way bigger compared iphone c this also came screen protector clear case that s little gray color dual sim card also put sd card inside want expand memory the downside lack internal space memory can t freely download anything want there s enough space right spare sd card use really wish nice this make gb memory space rather gb over all works expected for price fair size android especially youtube watch videos online,1
didnt offer clear concise instructions put sim card got bad eyesight put microsim sim slot tried remove tweezers wont power,0
daily use calling texting social media net surfing it s fast big inch screen making things screen bigger easy read i ve using mainly watching youtube my son loves using screen way bigger compared iphone c this also came screen protector clear case that s little gray color dual sim card also put sd card inside want expand memory the downside lack internal space memory can t freely download anything want there s enough space right spare sd card use really wish nice this make gb memory space rather gb over all works expected for price fair size android especially youtube watch videos online,1
bought give gift friend called today informed working able use all is way exchange it,0
purchased phone delivered october use right away charged them october turned on works showing green robot screen sent email vendor see something do he got back yet here screen picture photo,0
item working,0
does work all let seller checked averting shopping you,0
slow freezes every second cant anything waist money would recomend anyone buy reviews give lie dont buy looks good,0
lousy phone speakers work,0
bought it turned on work opened back made sure right still work supposed new used found scratches cover,0
wish could give negative stars based high ratings customers purchased mother when received it charging cable loose device would not accept charge she even tried charging cables none worked device in addition tried insert sim card from old phone card fell slot fish needle task took long time finish customers may gotten really lucky purchases we not save your money do not buy this junk,0
returned it don t bother u make calls text forget using carriers internet data outside wi fi its really cute though,0
phone slow had defect,0
android lollipop budget great keeps pre installed apps minimum gives need time list specs see product page but tell nice looking phone smooth features feel cheap camera awesome front rear facing cameras too screen clear responsive touch owned many phones functionality higher end phones without price tag actually less expensive deductibles insurance policies give refurbished anyway checkout pictures video details user experience image two phones show juning white next iphone black comparison i received product discount exchange honest review,1
so got juning days ago started using already complains everything works well downloaded music well built speaker super clear as see hear video you judge not that apps works perfectly fine and also forget thing ove thins also built torch flashlight app already use there s block certain place needs light the quality juning could ask more everything wrote seen video true everything say review based personal experience days using juning and lastly personally recommend product family friends its user friendly easy operate its really worth money well too i got free return honest unbiased review product writing experienced based experience using juning phone would thank sophie also kind,1
arrived dead,0
good easy break screen this thing also full ads which burns data plan i wish way kill ads i think part interface i reset every two weeks the ads eat memory to nice many flaws it,0
bought unlocked gsm phone shipped africa never work i waisted money,0
phone would turn charge night,0
needed replace cellphone my cellphone years smart phone regular looked around studied found best low priced unlocked smart use wifi play games browse use cellphone strictly calls texts tried texting find works wonderfully calls re learn make receive calls since first time used smart android tablet enjoy find android smartphone handy take want browse wifi away home used take tablet cellphone went out now combined unit android cellphone tablet slow quad core os guess g ram limits fast goes satisfied however bring lithium battery pack along plug smartphone battery gets low want play games browse,1
overall horrible,0
wow it best ever got case screen protector games show clear along nice camera best take picture outside u see better,1
product delivery fast received days ordering don t disappointed product slow for money worth brand gonna real galaxy iphone gps locating directions doesnt work apps takes load if want basic call take pictures that,0
worked days died,0
devise recommend waste money bought last week got found work unlocked no locked,0
phone slow had defect,0
android lollipop budget great keeps pre installed apps minimum gives need time list specs see product page but tell nice looking phone smooth features feel cheap camera awesome front rear facing cameras too screen clear responsive touch owned many phones functionality higher end phones without price tag actually less expensive deductibles insurance policies give refurbished anyway checkout pictures video details user experience image two phones show juning white next iphone black comparison i received product discount exchange honest review,1
so got juning days ago started using already complains everything works well downloaded music well built speaker super clear as see hear video you judge not that apps works perfectly fine and also forget thing ove thins also built torch flashlight app already use there s block certain place needs light the quality juning could ask more everything wrote seen video true everything say review based personal experience days using juning and lastly personally recommend product family friends its user friendly easy operate its really worth money well too i got free return honest unbiased review product writing experienced based experience using juning phone would thank sophie also kind,1
arrived dead,0
good easy break screen this thing also full ads which burns data plan i wish way kill ads i think part interface i reset every two weeks the ads eat memory to nice many flaws it,0
bought unlocked gsm phone shipped africa never work i waisted money,0
phone would turn charge night,0
needed replace cellphone my cellphone years smart phone regular looked around studied found best low priced unlocked smart use wifi play games browse use cellphone strictly calls texts tried texting find works wonderfully calls re learn make receive calls since first time used smart android tablet enjoy find android smartphone handy take want browse wifi away home used take tablet cellphone went out now combined unit android cellphone tablet slow quad core os guess g ram limits fast goes satisfied however bring lithium battery pack along plug smartphone battery gets low want play games browse,1
overall horrible,0
wow it best ever got case screen protector games show clear along nice camera best take picture outside u see better,1
product delivery fast received days ordering don t disappointed product slow for money worth brand gonna real galaxy iphone gps locating directions doesnt work apps takes load if want basic call take pictures that,0
worked days died,0
devise recommend waste money bought last week got found work unlocked no locked,0
arrived dead,0
good easy break screen this thing also full ads which burns data plan i wish way kill ads i think part interface i reset every two weeks the ads eat memory to nice many flaws it,0
bought unlocked gsm phone shipped africa never work i waisted money,0
phone would turn charge night,0
needed replace cellphone my cellphone years smart phone regular looked around studied found best low priced unlocked smart use wifi play games browse use cellphone strictly calls texts tried texting find works wonderfully calls re learn make receive calls since first time used smart android tablet enjoy find android smartphone handy take want browse wifi away home used take tablet cellphone went out now combined unit android cellphone tablet slow quad core os guess g ram limits fast goes satisfied however bring lithium battery pack along plug smartphone battery gets low want play games browse,1
overall horrible,0
wow it best ever got case screen protector games show clear along nice camera best take picture outside u see better,1
product delivery fast received days ordering don t disappointed product slow for money worth brand gonna real galaxy iphone gps locating directions doesnt work apps takes load if want basic call take pictures that,0
worked days died,0
devise recommend waste money bought last week got found work unlocked no locked,0
phone slow had defect,0
android lollipop budget great keeps pre installed apps minimum gives need time list specs see product page but tell nice looking phone smooth features feel cheap camera awesome front rear facing cameras too screen clear responsive touch owned many phones functionality higher end phones without price tag actually less expensive deductibles insurance policies give refurbished anyway checkout pictures video details user experience image two phones show juning white next iphone black comparison i received product discount exchange honest review,1
so got juning days ago started using already complains everything works well downloaded music well built speaker super clear as see hear video you judge not that apps works perfectly fine and also forget thing ove thins also built torch flashlight app already use there s block certain place needs light the quality juning could ask more everything wrote seen video true everything say review based personal experience days using juning and lastly personally recommend product family friends its user friendly easy operate its really worth money well too i got free return honest unbiased review product writing experienced based experience using juning phone would thank sophie also kind,1
pretty neat for price it s impressive especially unlocked used carrier large sim card support g lte internet support g means internet tad slower phones support g operates much android google phones come contact with features quad core processor gb ram megapixel front camera megapixel back camera also includes dual flash front back pretty impressive wifi enabled run wifi home sim card currently available back flexible thin careful taking back small piece tape battery connector make sure battery charged use there currently cases available careful handling it overall i m happy everything need affordable alternative shopping store where expensive supports many apps mobile hotspot youtube facebook emails messaging bluetooth music more pros affordability functionality wifi data can used carriers huge screen front back flash quad core processor comes screen protector clear case large font optionscons lack cases accessories phone camera quality could improved support g would nice very slight sound distortion using speakers way musici would definitely repurchase this perfect mother uses work message facebook i received item free exchange honest unbiased authentic review thoroughly tested product review take pride informing potential customers perks flaws products affiliation seller obligated leave positive review,1
phone unlocked dual sim quad core juning android cellphone blue arrived condition packaging i excited finally receive cell phone gift nephew back home once received it immediately began charge able start successfully operating system works perfectly necessary updates make fast smooth operation camera powerful produces excellent pictures built microphone records audio clearly video record playback function seamless smooth also size solid feel weight cell came screen protector already installed additional screen protectors package cell easy use especially dual sim option work number separate personal number affordable looks great i love cell would absolutely recommend anyone i received cell reduced discounted price exchange honest unbiased review,1
phone looks nice note equivilent hd screen os android unsure android x supported device light duty slightly flimsy case need careful taking could crack so also comes screen protector pre applied take plastic bit front screen protector go all software works fine wifi bluetooth sim signal spots sim cards sd card international plan going country cameras work fine super high mp nothing worried main camera fast trouble running basic apps wifi web browsers facebook app basic games seem work fine well run without hitch no downside see outside g lte capable great price would love get another seller mother i received item discounted price exchange honest unbiased review,1
purchased gift pleased packaging purchase easy set prepaid sim card ready go battery lasts almost entire day beautiful clear even came case screen protector headphibes you can t beat brand new android price a lot people confuse high end first glance not bad all,1
worked well little while however unable send receive picture messages beginning what s weirder though recieves adds random camera app adds sometimes random adds home screen week outside return window longer charges all absolute piece garbage waste money,0
wrote positive review bit longer and buy second daughter getting returned monday battery randomly drain even charger and apps running also can t buy replacement battery am regular customer amazon generally little complaint products but don t waste money,0
not happy not able get gh t mobile years satisfied service because foreign neither tmobile att able get faster internet slow often says cant open page says retry also screen began cracking within week it making calls texting,0
junk,0
positive large screen senior people cheap maybe ok people use quite oftennegative cover wcdma band us only supports gsm network us though says wcdma runs quite slow slow entering characters,0
ordered two based reviews however disappointed work advertised especially camera video functionality recommend returning them,0
pretty looking offers slim profile however still battery length quality great really satisfied video sound offers say color favorite features it s tacky gold color appear cheap it s actually flat yet metallic look comfortable hold definitely heavy battery sim card slot sd slot easy access use for me beneficial swap batteries often since mobile web many hours day often store photos files sd cards work also flip sim cards phones work well made things convenient me next favorite feature hot spot tethering tether often work home life live town internet slow turn tethering on accomplish tasks faster used home wifi comes preloaded apps quick load tabs if busy person run am features lifesavers often swap back forth four apps use many internet pages day long fast tabs stop typing urls incorrectly helps personal work life holds signal better prepaid use battery life seems last longer well really enjoy i ve enclosed video see features would recommend received free reduced rate exchange honest opinion,1
let begin saying wonderful cellphone impressed quality features capabilities has it s comparable leading smartphones ios market today reasonable price when opened box contained accessories need cellphone name usb charger manual battery pack headphones also extra case screen protector normally included buy cellphones love dual camera mp front mp back smartphone features would want camera messaging bluetooth capability wifi clock calculator wallpapers calendar email gps fm g download tons apps play store got white color loves it light thin downloads apps quickly responsive touchscreen well received smartphone discount honest unbiased review all reviews completely based overall personal experience using product leave reviews help customers make buying decisions definitely would recommend cellphone what excellent buy get package plus unlocked use gsm providers not mention also dual sim card slot coverage i m pleased new cellphone it s definitely awesome buy,1
when received phone impressed color cool never color blue phone before give review used try for experience bright clear display really thin frame light weight easy hold quality super love love it lets talk making call this has clear high quality sound making receiving calls love use it has signal reception works t mobile prepaid simcard problem want connect internet free public wifi easy access i downloaded apps amazon shopping messenger pandora farm heroes super saga etc fast using camera dual camera dual flash mp front mp back clear makes quality picture perfect selfie dual simcard slot regular simcard slot mini simcard micro sd card bottom slot bluetooth easy pairing screen perfect watching movie video playing games i purchased product discounted price exchange honest review overall features highly recommend i m satisfied juning unlocked smartphone problem review again phone unlocked dual sim quad core juning android cellphone bluepackage came phone name brand juning model z x charger x manual x usb x case x headset x screen protector,1
pretty neat for price it s impressive especially unlocked used carrier large sim card support g lte internet support g means internet tad slower phones support g operates much android google phones come contact with features quad core processor gb ram megapixel front camera megapixel back camera also includes dual flash front back pretty impressive wifi enabled run wifi home sim card currently available back flexible thin careful taking back small piece tape battery connector make sure battery charged use there currently cases available careful handling it overall i m happy everything need affordable alternative shopping store where expensive supports many apps mobile hotspot youtube facebook emails messaging bluetooth music more pros affordability functionality wifi data can used carriers huge screen front back flash quad core processor comes screen protector clear case large font optionscons lack cases accessories phone camera quality could improved support g would nice very slight sound distortion using speakers way musici would definitely repurchase this perfect mother uses work message facebook i received item free exchange honest unbiased authentic review thoroughly tested product review take pride informing potential customers perks flaws products affiliation seller obligated leave positive review,1
phone unlocked dual sim quad core juning android cellphone blue arrived condition packaging i excited finally receive cell phone gift nephew back home once received it immediately began charge able start successfully operating system works perfectly necessary updates make fast smooth operation camera powerful produces excellent pictures built microphone records audio clearly video record playback function seamless smooth also size solid feel weight cell came screen protector already installed additional screen protectors package cell easy use especially dual sim option work number separate personal number affordable looks great i love cell would absolutely recommend anyone i received cell reduced discounted price exchange honest unbiased review,1
phone looks nice note equivilent hd screen os android unsure android x supported device light duty slightly flimsy case need careful taking could crack so also comes screen protector pre applied take plastic bit front screen protector go all software works fine wifi bluetooth sim signal spots sim cards sd card international plan going country cameras work fine super high mp nothing worried main camera fast trouble running basic apps wifi web browsers facebook app basic games seem work fine well run without hitch no downside see outside g lte capable great price would love get another seller mother i received item discounted price exchange honest unbiased review,1
purchased gift pleased packaging purchase easy set prepaid sim card ready go battery lasts almost entire day beautiful clear even came case screen protector headphibes you can t beat brand new android price a lot people confuse high end first glance not bad all,1
worked well little while however unable send receive picture messages beginning what s weirder though recieves adds random camera app adds sometimes random adds home screen week outside return window longer charges all absolute piece garbage waste money,0
wrote positive review bit longer and buy second daughter getting returned monday battery randomly drain even charger and apps running also can t buy replacement battery am regular customer amazon generally little complaint products but don t waste money,0
not happy not able get gh t mobile years satisfied service because foreign neither tmobile att able get faster internet slow often says cant open page says retry also screen began cracking within week it making calls texting,0
junk,0
positive large screen senior people cheap maybe ok people use quite oftennegative cover wcdma band us only supports gsm network us though says wcdma runs quite slow slow entering characters,0
ordered two based reviews however disappointed work advertised especially camera video functionality recommend returning them,0
pretty looking offers slim profile however still battery length quality great really satisfied video sound offers say color favorite features it s tacky gold color appear cheap it s actually flat yet metallic look comfortable hold definitely heavy battery sim card slot sd slot easy access use for me beneficial swap batteries often since mobile web many hours day often store photos files sd cards work also flip sim cards phones work well made things convenient me next favorite feature hot spot tethering tether often work home life live town internet slow turn tethering on accomplish tasks faster used home wifi comes preloaded apps quick load tabs if busy person run am features lifesavers often swap back forth four apps use many internet pages day long fast tabs stop typing urls incorrectly helps personal work life holds signal better prepaid use battery life seems last longer well really enjoy i ve enclosed video see features would recommend received free reduced rate exchange honest opinion,1
let begin saying wonderful cellphone impressed quality features capabilities has it s comparable leading smartphones ios market today reasonable price when opened box contained accessories need cellphone name usb charger manual battery pack headphones also extra case screen protector normally included buy cellphones love dual camera mp front mp back smartphone features would want camera messaging bluetooth capability wifi clock calculator wallpapers calendar email gps fm g download tons apps play store got white color loves it light thin downloads apps quickly responsive touchscreen well received smartphone discount honest unbiased review all reviews completely based overall personal experience using product leave reviews help customers make buying decisions definitely would recommend cellphone what excellent buy get package plus unlocked use gsm providers not mention also dual sim card slot coverage i m pleased new cellphone it s definitely awesome buy,1
when received phone impressed color cool never color blue phone before give review used try for experience bright clear display really thin frame light weight easy hold quality super love love it lets talk making call this has clear high quality sound making receiving calls love use it has signal reception works t mobile prepaid simcard problem want connect internet free public wifi easy access i downloaded apps amazon shopping messenger pandora farm heroes super saga etc fast using camera dual camera dual flash mp front mp back clear makes quality picture perfect selfie dual simcard slot regular simcard slot mini simcard micro sd card bottom slot bluetooth easy pairing screen perfect watching movie video playing games i purchased product discounted price exchange honest review overall features highly recommend i m satisfied juning unlocked smartphone problem review again phone unlocked dual sim quad core juning android cellphone bluepackage came phone name brand juning model z x charger x manual x usb x case x headset x screen protector,1
it s,1
,1
excellent seller recommend,1
decent price decent piece equipment camera bad processor decent what absolutely ruins adware garbage attached it the adware nothing because ads even sized properly even know what s promoted slows pops every often settings launching aps etc additionally used close dozen mtk phones lenovo poor job altering android os it s hard use configurable clunky and finally cannot figure change mms settings consolidate group texts known problem earlier generation android phones i think time i don t root much better experience in stock software form better android phones market despite slightly lower price,0
perfect,1
best buy price love,1
exelente,1
excellent product,1
,1
excellent price dual sim unlocked google play store even got cwm custom recovery install experiment firmware please note cwm installation instruction not work written wrong version called would need know bit chinese find right cwm image it the resolution course low side big on hand purchased mother configured huge fonts case bother me,1
excellent functions recommend,1
i m surprise phone great quality in cheap price happy happy cons long wait shipped but worth,1
gracias,1
product shut screen u use audio video call skype viber messenger screen turn back u remove battery turn again factory deffect,0
camara sucks,0
screen color quality crisp leading brands volume loud ear speakerphone well thing dislike china apps installed i ve disabled things still chinese language however considering processing speed screen clarity price i m keeping,1
quality team recommend everyone amazon,1
very nice arrived time love it,1
excellent,1
product english language still settings showing chinese google play is change provide details get full version download english install phones,0
its lovely my brother law loves far,1
bien,1
good,1
excelente,1
better expected,1
excelente telefono,1
bueno,1
,1
muy bien,1
fast reliable i m happy,1
good,1
excellent,1
it s ok went back old much working right time call see problem carrier problem could call receive calls text receive texts none data would work connect internet view anything download anything got error everything tried so put sim card back old now when chance i ll try see what s wrong seems really nice phone love size screen,0
thank you so much arrived in excellent condition,1
good afternoon inform team inch lenovo a unlocked g following fails computer recognize sim card two slots wonder team still warranty see say thank much,1
put spanish,0
